transaction_type,account_id,amount,asset_id,asset_name,asset_symbol,asset_decimals,timestamp,hash
deposit,0x22539dae0aa613512ed8642fce92a62eaa161f45,0.2706627950744403,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-13 06:25:59,0x0000840f2fb39f5b2a2bd3caa352c7727f2b1ea547991824c654bd5e34998e11
deposit,0x06b93a9a76ec5d400f705670d9596870a7413026,0.7781311713199165,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-12 21:54:51,0x000390ed23f2d12ebd13c9ee6846f860bfe27366b3eb7950ccf90bdcfc0860fe
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.14986687232873203,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-12 16:07:17,0x00168fc47938aeb047915a5ff277a7ac803aeff243ad27f42f8ec843f763d98d
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.2005290282383974,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-12 12:38:15,0x00294a13490bf5e4e587fa98cdabe23c65b41a224057243df0c1c1dd770f77e3
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.17000381241712967,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-12 11:18:07,0x0010445a48a2a4da4e8b784964fa3c264ad78d232fc3679cc1f03a1f057c28d0
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.5046159567565461,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-12 05:35:07,0x000910c5dd5758e366b17e4c741ed076df432ee315b3e27b61c15e85b0d00aab
deposit,0xc460b9bc529eb51b3008aab230b7a8bb1da23864,0.000197727400797989,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-12 05:05:05,0x000a6fb28c5ab7ad5109b9c6d4f093465a8451a1af17b82f2eab482942f466cb
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.49183424420325383,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-12 02:53:37,0x0001a0e0c39951a4ca92e31beeda8f1459ce07b96b4c9f33627afbd7ca351228
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.4086656053992422,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-12 01:35:27,0x00083e30d72a0b4c89f64d2de3c0193b94db9dac6e76ed901624ec1a12af194c
deposit,0x6e6e251ce54e3603a281f818225da51e68e2b296,1510.0,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USD Base Coin,USDbC,6,2024-04-11 22:58:39,0x00066b28574aeb54ae326e1acb8c2a9fb6c4fcce41b61027777bd2d608a9fd1d
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.011662694278595878,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-11 09:52:31,0x001bfe80fc80f6cc4fa0a349a12caf6a39d81966b1d3bd428a487a6cba2e6fc9
deposit,0x7037a0ba250e82828d0e38240bc8965397ce73fa,1.569999,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-11 08:48:03,0x0011a0ae017997614f4f78628b4f39d96cead53677d115e9bfd37f2a8a4c6b2e
deposit,0xaefc31accaeec0bbac18487e19fd9c4291a4ff8f,0.40389289385404864,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-11 07:18:57,0x00085470d67fadebc603d877fd4e93c4574492650464de3ef232e505e82c0e7e
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.4507616928243635,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-11 06:42:11,0x00283da0bdda3feb2eebb327d69050cabc529aec007a35451d2104ee8ac0f07a
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.41473470765029086,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-11 05:46:13,0x001fa090b24b0102b082d6f8a009886b3bfa61c71514eab1f25959452f9fc13e
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.47041643883251166,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-10 17:32:09,0x001155860128ba20aaeb7256c32c01cbab37a29d3acfc14f71ccab5a00ca43d8
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.5047823580752921,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-10 13:43:19,0x00009790d9eddebbf47c6b7bb01729d759a1cee53ba85e3907096823333d8fea
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.7999991011828506,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-10 07:33:45,0x0027de8080e61a1cf613943f8cb525ddfa201ede68504fb9c3b0c90cd8927e59
deposit,0xabc5c20c5178d9757d750d4ef2231f3cc9c98cbc,0.001,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-10 07:14:09,0x0012e475fb60cee5a89612f367b07abcf0650769734ca0cbaf86ecd0db0e93a9
deposit,0x56f5c784c5663e20b7ea026ce2069689cb7a5f16,0.29194213572617156,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-09 14:38:15,0x001be51e9caf3d9eec6e228015c2c6a530769e1e347606aa46356b9db5c763fe
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.00098,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-08 22:54:13,0x0011c0df1e70767b34dbe293bd363baeb03445bfa3c864a198b09423cf4a617e
deposit,0xa20bcb17f386de76c80488586e05fe51ec06380c,0.461999,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-08 22:41:17,0x000674187f4026465d797068e06ed8fb6b540fbe0a42a001b7d23dd293f8640b
deposit,0xefaf524d13ae3a78c0e5da3f747f4e194d47d71c,0.10399118788318397,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-08 20:36:47,0x000997ec4d803fecb27bf1b8409e9950f6005be5bdfc9f200bfe8d492cc7b279
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.5683379124825565,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-08 19:14:05,0x002510c932da8e762e005ecfb9eb20bae07243848a9f01a97de0647f6baabdce
deposit,0x3c852e22c82fa73c16f5e555d57428be95e591b8,0.005,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-08 16:28:05,0x0014f81296ae89d5d414d299655f86c946b98c44cfee1016291b4fa24980509a
deposit,0xbbc71a515d1e77eb2e29f64f06dd009b81d710c0,1.677525,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-08 11:59:27,0x0009b43fecdc4309495d874c287f84e5cc0df830c02c592006e218609fdc067b
deposit,0x171563f99b55c4b05ba908a2ed9e49f4cfce1f2c,0.017347832145988062,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-07 11:31:21,0x001e3912046957ad2e826f50402e8ec927ab11088fbc8bc4108fb8c90ceeeee5
deposit,0xf138fc3f07015f0c257e6a316cd364579e292392,1.83037,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-07 08:44:13,0x0009bcea251877602885e9c9017f158ed49eb637b1842f175e98de49e7306ad4
deposit,0x29d995cc607eb5d2892923bee73fba39a05743ed,0.003,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-06 23:27:29,0x001153d6cc29b7ef2f282ca72eefdb48580f733307fce79d36ab631b82c5a362
deposit,0xa008d13c82f3a075f198b44ad255f6eab379e709,0.0001,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-04 12:35:33,0x000ccdfb1124f8fed25d128681f37e334e0099efe340ff27937c67c6b754248b
deposit,0x53403169af80f3ecc8dd20e0bdfe6c8a448ad286,0.00075140910193179,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-02 17:22:27,0x0019a0d5568cc2c8f274b0c2b90c659dcc299af403af328419ede62ef2efd033
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.001279557236370445,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-01 13:49:03,0x002444c0bf39d822d3f607aa609d7ade57ec3b4bc4a810a617f0ed7d62821505
deposit,0x836c78746a0cb114fe441eb70005b40e2c12a1ad,3.0,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USD Base Coin,USDbC,6,2024-04-01 07:29:43,0x0002b0db4918432d5e5ffe0414625ca8aa6adfe4f084e93f56585fc19f2e9dda
deposit,0x3a3e1c8bfbd6616a9819b4591f297d1a431628f3,0.001,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-01 06:02:15,0x000f2172880cd24dccd9dcd5ffbc3b665aea4cac358b182248b1e46c80d0d0ed
deposit,0x4012732e2e2794153f3d1dba987745ff3537afc8,0.19295464359860423,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-04-01 01:37:39,0x00004c58ff559588a0852d94446ffc74676980a320960ba23f9d280bf1c8c6d1
deposit,0x7e80eac5a7462ca08b954ca5ae5bba8852756482,0.01,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USD Coin,USDC,6,2024-03-31 14:08:43,0x000fb4b0c06688649c0892b2eb74c41f6e5d8383199506aeb8669a9336739890
withdraw,0x5afcfcb4158e484da49d1ccbf4a77ff3bdc5ffa6,10.521286,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USD Coin,USDC,6,2024-03-30 22:01:33,0x0007cb6de321cc71142e9b43d6653c913f88c34ca6b33b94a7f3ae4490484500
deposit,0x79222e49f14ad94ba6d1788b850515177c0660d4,0.21910848292754695,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-29 03:40:39,0x00191c762841dfb8ba99505a601a785b18a2c3c6b1fa3465f4f20956507c8139
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.19484222151726727,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-28 16:59:19,0x001f5dd94c933ef7dcf23f8724e2e5b71a28a0b0481bb08192a5a868ba192371
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.00074627925732773,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-28 08:26:31,0x000ad59dcf4d292ab5bb7789f41277f521b87c6dcb394d19d6d94c7b012ad28b
deposit,0x095b45185d241d0acddd75ff13d8d6009f3a8ed5,0.001031593446715018,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-27 08:34:09,0x00142e9a072cedb1a21203ebef871286ceda91c7e6518cc5d0bef856cf6bd8aa
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.2890000352769235,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-25 12:34:27,0x0022ec3eb9637dcce8652a887d9c8200db60c23be8f2c89e1fbe07dcccfc97bf
withdraw,0xa68cf152ba507c24b0b38a83d078931105776b90,0.02550000107934778,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-25 11:20:49,0x00210e6b4ec02b27841c1973db930d151238bb9b4eb30008d8dccff55660f486
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.05,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-24 17:26:15,0x00191df4cdac7cadea07da58366acfae5bad6f0f45c8f9bb93b316083b1088a0
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.002267972304389147,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-24 09:53:13,0x0013beef802830013c272c739dc7c0bdc2e41289fe831428387dd46e0ecb8400
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.2830000719148282,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-23 05:43:53,0x00292d698199ce87583e0b8967fd579fc93ad6e5bb0c87e0d56930cdc3ed18ce
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,1.0840000136994852,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-23 02:19:51,0x0010b89334b6a80d911c9762026f1f909057de76a9f062cfbca07e3822c256b0
withdraw,0x9ad9d48606bdca7cac2a7a5a7c16fce2ab791ff2,1.059371963538166,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-23 00:44:41,0x001ba94f38434ed2854dc102f172af786277525820eb765fddccb0669528169a
deposit,0x9d0fb4b309ec61cde0f2b82efbd61e8eee6160f4,0.031,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-19 04:09:37,0x0018971064f7588bb7ce4d99a36c62d5ce5ed8ca3796a02b570c65ddf16f8dec
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.48354816142554935,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-19 03:45:23,0x0027c167c3e576e47b3b18fb42089e0e906d6642760f7c8ea1cf1b42f29ea724
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.42504866417575515,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-19 01:42:21,0x0022234e55a45a2754c96de26da074d22803ec13ff6fdfdc561e02f76f1e16c5
deposit,0xf1d3c6713cb5a7d44bfba471dafa370d5e29a7ee,0.5125,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-18 08:31:41,0x001db8dab50deb0001d18adce4072ecf174431c71f4530211453173791677ebf
deposit,0x6b204c9c8b2754f1f74801f56f42d646b8f6a24c,0.004002,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-17 23:35:07,0x0010cfa047fa17fd4f37624ea9c290e5b72ad1c1dae02ef710bb24c3c45bff8f
deposit,0x8bf675b7d0b701849eaa306affa55e36a308257d,15000.0,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USD Base Coin,USDbC,6,2024-03-16 21:47:33,0x00159e215cd468aea351ae8a539cfcc4698b40be3d9a11bf3c50158bd57d755c
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.5029214784674003,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-16 20:13:13,0x000c10e7b82484fca6df951fd4350cd92983d1ac85ca1553011ec5638a8620f1
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.5509333503241279,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-16 10:54:31,0x000ab3bc89da33a82d6a0be0d02732ee7cfd1c036bc0acfc3281e946d3aaf17b
deposit,0xfa0d0cdd44dd42415ff19bb414c5ab818eca3b2b,0.5292742900833165,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-16 01:21:13,0x001786b9e371d915d365ccbd2835d4d9a736b4901367d0ac2c2e9349a7f96a91
deposit,0xcab2aa6aeb0e49199ff96ee2092bcfac4f2878fd,0.3992239385062136,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-15 21:14:31,0x0016dcaac263a8e26ea66212e746cc005c6d5cea4d9e39d4886f8c7b3928c52f
deposit,0x7b27c105c5ceca7fd63b6c9b6facce8373e92d83,0.174920112996993,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-12 10:15:09,0x000f87eb2a432b0197ee7caf46c92892f3af2ae4b0de970a42c20f3cc7d1e726
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.510385195986591,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-12 08:50:43,0x001a7e70feba4deb705b39658be2793e663873b0dcfc797b96330cb1113a10e3
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.007812289487864096,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-03-10 06:21:11,0x00121082b43082d2cc8a02ee02a931880cf9f8e5d71feed9a7f139ff5b95eae1
withdraw,0xfe25939dfa353239a6e8024e8ec2558536a1775e,45.000014,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USD Base Coin,USDbC,6,2024-03-03 10:23:27,0x00176238635bbd17c15e08e063df3ef58f3452a7ab2cc5373699fe6662c3ba00
deposit,0x6af235d2bbe050e6291615b71ca5829658810142,500.0,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-02-25 02:58:33,0x001bc6db70f4c72e43722ef8d4c8c03f22a5004a50d440c9402c546f013e9ea9
deposit,0x393fe14afae3cfec787b6fe4aed9089d2c45edec,0.004030989604593928,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-02-22 12:03:11,0x0016b5e8ae3bafbe627264f18860cfb16fb0b1d7aa75fd535f7586fa7565f774
deposit,0xe34a47c875c1c07c8773cb8df0eaadd7e3963931,0.000875,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-02-17 22:31:57,0x00068180cac89b0f111e4fd6a354b73462d4f4dc4f21497d113a85c295da0e7b
deposit,0xf9b9ceb7680d269818d3bc5fa5cae9a14981e008,406.369679,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USD Coin,USDC,6,2024-02-14 16:02:51,0x0013ed041eee225273a978f616538822aa079c1191343af8dfa437746938623a
deposit,0x311e776d4e861963d459030e77f26c3db1589fbe,5e-05,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-02-11 02:55:41,0x00132b7325e97be1155db23800ed6de39f3eaa5a9741d934e536652e13cf1a97
deposit,0xa4b80f3f0ac237b3bb7115e52c7e2356b61cce0f,0.4,0xc1cba3fcea344f92d9239c08c0568f6f2f0ee452,Wrapped liquid staked Ether 2.0,wstETH,18,2024-02-10 19:46:23,0x0009644fac4e8fdb75f646a65f2942232d907085bcbc5a4d4f0b405e42487b97
withdraw,0x57a255806937783c7a7139d8b0b8e46178f50960,0.010000000013216367,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-02-04 13:35:41,0x00262cc2a996b3529e4059f44baac4602fc87751e264096776d7e1b1cb184d00
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,1.1100000088532236,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-02-04 00:41:17,0x001a28d0af1fb7022e694365de94576e575c1a8d83f40f6fd5247b280cb5d7fc
withdraw,0xe3b2af291c0963785f417136b10b9d188d6aa60b,4.134783,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USD Base Coin,USDbC,6,2024-02-03 11:45:43,0x00166132fa57d49e272874bcde317d32f32b9ffdc56920f5c05f3c5b02e72db7
deposit,0xd4e589d8d8263137ff00cde8f1aaa9ea223ab5aa,50.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USD Coin,USDC,6,2024-02-02 18:04:13,0x000cbd44d12a5533a82f47f95a752cdd17591bf9f07a2249218eb4ab27417e15
deposit,0x6f4be2032cef82b79e7b928243938f6a858e48be,26.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USD Coin,USDC,6,2024-01-31 07:47:07,0x00075eafd53397baa9df88c11ee5f04691c2b7f2ea2ea6d544620bd55090d05d
deposit,0xa23074a6582885fd185f196791fa56f94bfb14dd,0.23874,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-01-24 04:47:11,0x0019b09379d6a3c0589064b3652d217fb8bd76d20e405e1d403df25f8b9f7e3f
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.5825340390647922,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-01-23 17:45:13,0x000595d50f72325c3133b3df65d95a5107884a07b16f6641625be28cdadb3dea
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.010000030070615064,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-01-23 16:08:15,0x0015ea7a0f5cb9db1164ed0415306e1408328c5efd8953fdca630e12a801d17b
deposit,0x0c062720403b2227728f63fb33a53c464e3a049e,6.7250080432348e-05,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-01-21 03:02:19,0x000be432d6991738882c14086610b475106f16af0dde03428e092f605b50f231
deposit,0x455b4d1d140917c76f69ae9f818d15c7f16c062a,1.00965481,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-01-19 12:36:05,0x000aa0019c519681e627e91f9a131560646fdd133bf6da1dd3222dbe4ff9e6e9
withdraw,0xb9a33f532a29b429789c955f18fefe332447dd20,26.489616784513963,0x50c5725949a6f0c72e6c4a641f24049a917db0cb,Dai Stablecoin,DAI,18,2024-01-11 12:31:51,0x001c47855153cdcaa09893426b90bd692029dfa44a7ff61cf8e05dc7e7a3d0ae
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.023762586097229695,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-01-10 05:04:45,0x0006bad68ef88c9209fe021245d2e46e05688894b1c640f02f4065ee07a6e9aa
deposit,0x8130b31df417ecaea2fa14e7d34599c7af905295,1.1215246046881757,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2024-01-06 20:47:07,0x0010ad04a53e062519212e4aaf48abbe91747d4fa89a0b807ea2e18d68c3b844
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,2.790007813403507,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2023-12-30 12:01:21,0x000d7f64376075c62664fb1591e97a31d28ed35dfe6b0e90a8b7df3bf2027b8c
deposit,0x0f3c4c5fe2e0a999470efd418bd4e085e0460a51,104.103478,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USD Base Coin,USDbC,6,2023-12-29 02:41:37,0x00078cae7265c25b80e2cf06a04a931f4a3220da2e57a6a6f2aaeb4acf088583
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.002337000000052454,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2023-12-24 14:25:21,0x001bbfb48bf871c37376b52724c0af51247d037aee443d68aa83b9fa4a22a45b
deposit,0x2a28aa5d3fa8917d5e586a17c12cc02c28e476ae,0.005,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2023-12-22 20:03:41,0x001753c91c6f109ade4aa6924709b609bba16aa24790dcbb1d3787c03b07f563
withdraw,0x1174f03604b606bcfe50aaaf96af4477f3e81977,10.0,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USD Base Coin,USDbC,6,2023-12-22 15:35:23,0x000080448011eed2cb9a8ef48f86025be5f4e088784564b86039618b9f64c1e4
withdraw,0x1f914c600be8632f0cb8eff92a6276e109e8f7c2,86.313696,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USD Base Coin,USDbC,6,2023-12-20 12:44:35,0x00064756f94ce4b4f5a349208f39f60f71c58ad3d1a50537640ee68bb23950a6
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.9000000000280757,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2023-12-20 11:44:07,0x0010e7f6678afa267ff87a222b638c94ee8080cc27c3b3c1c11506cdcf0d35f5
deposit,0xfe76ca309a550827b6fbd272dce74879b21d9292,0.0113,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2023-12-14 08:38:29,0x000f42583b74095b6c1bad21d4e08e966c1da60b90ad410d8b67b98190982765
deposit,0x515ec0ad96e91218dc799e72c1b91742f510a0ba,0.001,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2023-12-13 22:02:45,0x000228c6f88025b5d43375b0743e1df183532530b5a1b63e7b61f3bde21b2ba3
deposit,0x8341c4106523b49fc247f84e412bb2af5597038f,1.0,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USD Base Coin,USDbC,6,2023-12-12 14:58:57,0x00178728b2e494c14a12deca5295a06110f904af9dddeb31425f61724b897fb7
deposit,0xc90fe05d40f91437a9c0ec18f9da7a6e8e032b12,0.15776860725957192,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2023-12-07 09:47:57,0x00167bccdff9b43a760814d4d13b1c36d1d8982d5ef696c6f93691275c99f260
deposit,0x85e688aa03893b03fa4b942292faab9f6a585901,0.00405,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2023-11-04 03:43:43,0x000ff1961e3c437029f1de3b36ddfe22fa291cb74f70d20504e07e575ceaa237
deposit,0x31313ea99ea1c45efbc3c08dd143d2499b1aa4a7,0.00010133185319344,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2023-10-13 05:22:07,0x0011ff49325f336f825096f80ba82cc487e5ae74f9df6d8ddc248e3506856903
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,0.005690324524983261,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2023-10-12 13:22:33,0x0000920e821f018b20a5dbe571c85864b1bb8b2720c66ca7b19bdb4e1db9cf10
withdraw,0xaeeb3898ede6a6e86864688383e211132baa1af3,32.95,0x4200000000000000000000000000000000000006,Wrapped Ether,WETH,18,2023-10-12 08:14:35,0x0015817c5898c9b2a04644e24b0d0c8454242f947fae9d7103ddc49fa52f7154
